sample_id,title,company,original_label,predicted_label,fraud_probability,threshold,error_type,text_preview
emscad_00004,Account Executive - Washington DC,Our passion for improving quality of life through geography is at the heart of everything we do. Esri’s geographic infor,0,0,0.0004477500915527344,0.15,correct,"Account Executive - Washington DC Our passion for improving quality of life through geography is at the heart of everything we do. Esri’s geographic information system (GIS) technology inspires and enables governments, universities and businesses worldwide to save money, lives and our environment th"
emscad_00018,Southend-on-Sea Traineeships Under NAS 16-18 Year Olds Only,Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of pas,0,0,0.0005345344543457031,0.15,correct,Southend-on-Sea Traineeships Under NAS 16-18 Year Olds Only Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into 
emscad_00024,"Vice President, Sales and Sponsorship (Businessfriend.com)","WDM Group is an innovative, forward thinking digital company aimed at bringing business executives up-to-date with the l",0,0,0.0006070137023925781,0.15,correct,"Vice President, Sales and Sponsorship (Businessfriend.com) WDM Group is an innovative, forward thinking digital company aimed at bringing business executives up-to-date with the latest news, information and trends from across the globe.   Aimed at informing, engaging, educating and interacting with "
emscad_00033,Craftsman Associate,"We are an award-winning team of professionals, providing the very best value for glass shower enclosures, designer close",0,0,0.0005769729614257812,0.15,correct,"Craftsman Associate We are an award-winning team of professionals, providing the very best value for glass shower enclosures, designer closets, storefronts, glazing, and mirrors in Western Washington, with world class service and quality that are both Faster & Better. AAA KARTAK is family owned and "
emscad_00041,English Teacher Abroad,We help teachers get safe & secure jobs abroad :),0,0,0.0003974437713623047,0.15,correct,"English Teacher Abroad We help teachers get safe & secure jobs abroad :) Play with kids, get paid for it   Love travel? Jobs in Asia   $1,500+ USD monthly ($200 Cost of living)   Housing provided (Private/Furnished) Airfare Reimbursed Excellent for student loans/credit cards   Gabriel Adkins : #URL_"
emscad_00055,Outside Sales Professional-St. Cloud,"ABC Supply Co., Inc. is the nation’s largest wholesale distributor of roofing and one of the largest distributors of sid",0,0,0.0005860328674316406,0.15,correct,"Outside Sales Professional-St. Cloud ABC Supply Co., Inc. is the nation’s largest wholesale distributor of roofing and one of the largest distributors of siding, windows, and other exterior building products. Since our start in 1982, we've grown to become a national organization with over 450 locati"
emscad_00068,Production Supervisor,We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting ,0,0,0.0003936290740966797,0.15,correct,"Production Supervisor We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting high quality candidates in IT, Engineering, Manufacturing and other highly technical and non-technical jobs. (We have more than 1500+ Job openings in our webs"
emscad_00080,Product Manager,Mindscape is a Wellington based software development company that specialises in building tools for software engineers. ,0,0,0.00075531005859375,0.15,correct,"Product Manager Mindscape is a Wellington based software development company that specialises in building tools for software engineers. We have a high growth product, Raygun ( #URL_6b2f170addc3dd0415d65e21a8ece81d4c134c2b1a8b449386367dfaa286971b# ) that's growing strongly. Mindscape is profitable an"
emscad_00084,Mail Processing Associate - General Clerk 1,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,0.0004897117614746094,0.15,correct,"Mail Processing Associate - General Clerk 1 Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and "
emscad_00087,Customer Service Team Lead,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,0.0005769729614257812,0.15,correct,"Customer Service Team Lead Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer "
emscad_00098,Customer Service Associate,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,0.0005254745483398438,0.15,correct,"Customer Service Associate Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer "
emscad_00099,IC&E Technician,Staffing & Recruiting done right for the Oil & Energy Industry!,1,1,0.99951171875,0.15,correct,"IC&E Technician Staffing & Recruiting done right for the Oil & Energy Industry!   Represented candidates are automatically granted the following perks:   Expert negotiations on your behalf, maximizing your compensation package and implimenting ongoing increases   Significant signing bonus by Refined"
