sample_id,title,company,original_label,predicted_label,fraud_probability,threshold,error_type,text_preview
emscad_00006,Accounting Clerk,Job Overview,0,0,5.918741226196289e-05,0.5,correct,"Accounting Clerk Job Overview   Apex is an environmental consulting firm that offers stable leadership and growth and views employees as valuable resources. We are seeking a self-motivated, multi-faceted Accounts Payable Clerk to join our team in Rockville, MD and become an integral part of our cont"
emscad_00007,Head of Content (m/f),"Founded in 2009, the Fonpit AG rose with its international web portal ANDROIDPIT to the world's largest Android communit",0,0,6.604194641113281e-05,0.5,correct,"Head of Content (m/f) Founded in 2009, the Fonpit AG rose with its international web portal ANDROIDPIT to the world's largest Android community. Every month over 18 Million Android and tech enthusiasts around the world log into ANDROIDPIT , where they know they'll find the latest and most innovative"
emscad_00013,"Applications Developer, Digital","Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,5.650520324707031e-05,0.5,correct,"Applications Developer, Digital Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve cust"
emscad_00015,Account Executive - Sydney,Adthena is the UK’s leading competitive intelligence service for Google search advertisers. Adthena is loved by major br,0,0,4.869699478149414e-05,0.5,correct,Account Executive - Sydney Adthena is the UK’s leading competitive intelligence service for Google search advertisers. Adthena is loved by major brands and digital agencies alike and provides a great opportunity to work in the high growth adtech space. Our patent-pending technologies provide unparal
emscad_00019,Visual Designer,Kettle is an independent digital agency based in New York City and the Bay Area. We’re committed to making digital do mo,0,0,4.887580871582031e-05,0.5,correct,"Visual Designer Kettle is an independent digital agency based in New York City and the Bay Area. We’re committed to making digital do more — for both people and brands — because we believe the digital world offers more than meets the eye. Every online experience has the potential to change a life, a"
emscad_00024,"Vice President, Sales and Sponsorship (Businessfriend.com)","WDM Group is an innovative, forward thinking digital company aimed at bringing business executives up-to-date with the l",0,0,5.412101745605469e-05,0.5,correct,"Vice President, Sales and Sponsorship (Businessfriend.com) WDM Group is an innovative, forward thinking digital company aimed at bringing business executives up-to-date with the latest news, information and trends from across the globe.   Aimed at informing, engaging, educating and interacting with "
emscad_00033,Craftsman Associate,"We are an award-winning team of professionals, providing the very best value for glass shower enclosures, designer close",0,0,5.4955482482910156e-05,0.5,correct,"Craftsman Associate We are an award-winning team of professionals, providing the very best value for glass shower enclosures, designer closets, storefronts, glazing, and mirrors in Western Washington, with world class service and quality that are both Faster & Better. AAA KARTAK is family owned and "
emscad_00040,Receptionist/Customer Service Technical Specialist,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,5.143880844116211e-05,0.5,correct,"Receptionist/Customer Service Technical Specialist Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce cos"
emscad_00051,"Food Production Manager @ PGI, a Food Production Company",PGI is a fast growing organic herb/spice/botanicals importing and production company that utilizes extensive food safety,0,0,8.094310760498047e-05,0.5,correct,"Food Production Manager @ PGI, a Food Production Company PGI is a fast growing organic herb/spice/botanicals importing and production company that utilizes extensive food safety, handling and management practices to insure a quality product. November, 2014   Pure Ground Ingredients (PGI) in Carson C"
emscad_00067,AS3 / Flash Developer,"reEmbedit provides a branded video player for embedded videos (YouTube, etc) together with real time analytics and monet",0,0,5.2869319915771484e-05,0.5,correct,"AS3 / Flash Developer reEmbedit provides a branded video player for embedded videos (YouTube, etc) together with real time analytics and monetization solutions.   We have just completed our Angel Round of funding, and have set up a new office in Athens, Greece. At this time, our clients include quit"
