sample_id,title,company,original_label,predicted_label,fraud_probability,threshold,error_type,text_preview
emscad_00003,Commissioning Machinery Assistant (CMA),"Valor Services provides Workforce Solutions that meet the needs of companies across the Private Sector, with a special f",0,0,6.35385513305664e-05,0.05,correct|near_threshold,"Commissioning Machinery Assistant (CMA) Valor Services provides Workforce Solutions that meet the needs of companies across the Private Sector, with a special focus on the Oil & Gas Industry.   Valor Services will be involved with you throughout every step of the hiring process and remain in contact"
emscad_00004,Account Executive - Washington DC,Our passion for improving quality of life through geography is at the heart of everything we do. Esri’s geographic infor,0,0,5.805492401123047e-05,0.05,correct|near_threshold,"Account Executive - Washington DC Our passion for improving quality of life through geography is at the heart of everything we do. Esri’s geographic information system (GIS) technology inspires and enables governments, universities and businesses worldwide to save money, lives and our environment th"
emscad_00013,"Applications Developer, Digital","Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,6.300210952758789e-05,0.05,correct|near_threshold,"Applications Developer, Digital Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve cust"
emscad_00017,Hands-On QA Leader,At HoneyBook we’re re-imagining the events industry and building a product that is already changing the world for some o,0,0,6.252527236938477e-05,0.05,correct|near_threshold,"Hands-On QA Leader At HoneyBook we’re re-imagining the events industry and building a product that is already changing the world for some of the top event planning celebrities in the nation. We’re a well-funded and growing team of 20, passionate about creating the happiest customers in the world. In"
emscad_00020,Process Controls Engineer - DCS PLC MS Office - PA,We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting ,0,0,6.181001663208008e-05,0.05,correct|near_threshold,"Process Controls Engineer - DCS PLC MS Office - PA We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting high quality candidates in IT, Engineering, Manufacturing and other highly technical and non-technical jobs. Experienced Process "
emscad_00028,HAAD/DHA Licensed Doctors Opening in UAE,We the Medical Recruitment Team of Roland and Associates,0,0,6.22868537902832e-05,0.05,correct|near_threshold,"HAAD/DHA Licensed Doctors Opening in UAE We the Medical Recruitment Team of Roland and Associates   Roland & Associates is a Corporate Recruitment Organization providing solutions to Global MNC’s for the past 11 years We specialize in High end Recruitments in IT, Telecom, Embedded, Chip Design and N"
emscad_00041,English Teacher Abroad,We help teachers get safe & secure jobs abroad :),0,0,5.143880844116211e-05,0.05,correct|near_threshold,"English Teacher Abroad We help teachers get safe & secure jobs abroad :) Play with kids, get paid for it   Love travel? Jobs in Asia   $1,500+ USD monthly ($200 Cost of living)   Housing provided (Private/Furnished) Airfare Reimbursed Excellent for student loans/credit cards   Gabriel Adkins : #URL_"
emscad_00064,Customer Services Associate - Mail and Document Preparation,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,5.894899368286133e-05,0.05,correct|near_threshold,"Customer Services Associate - Mail and Document Preparation Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, r"
emscad_00066,Digital Developer,"TELL is a digital creative agency. It’s not just who you know, it’s how you get to know them. We live in what we call th",0,0,5.739927291870117e-05,0.05,correct|near_threshold,"Digital Developer TELL is a digital creative agency. It’s not just who you know, it’s how you get to know them. We live in what we call the Age of Connection. With digital tools and technology and the explosion of social media, people have interpersonal connections and – more importantly for you – c"
emscad_00072,Branch Associate,Outstanding Member Service Starts With Outstanding People,0,0,7.05718994140625e-05,0.05,correct|near_threshold,"Branch Associate Outstanding Member Service Starts With Outstanding People   If you are committed to the concept of “above and beyond” and enjoy interacting with people either in person or on the telephone, then we want to talk to you.   Our people are our most valuable asset. We recognize their val"
emscad_00080,Product Manager,Mindscape is a Wellington based software development company that specialises in building tools for software engineers. ,0,0,7.200241088867188e-05,0.05,correct|near_threshold,"Product Manager Mindscape is a Wellington based software development company that specialises in building tools for software engineers. We have a high growth product, Raygun ( #URL_6b2f170addc3dd0415d65e21a8ece81d4c134c2b1a8b449386367dfaa286971b# ) that's growing strongly. Mindscape is profitable an"
emscad_00084,Mail Processing Associate - General Clerk 1,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,6.502866744995117e-05,0.05,correct|near_threshold,"Mail Processing Associate - General Clerk 1 Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and "
emscad_00086,Research Associate,Green Street Advisors is the industry leader in real estate and real estate investment trust (REITs) research for over 2,0,0,0.00011682510375976562,0.05,correct|near_threshold,"Research Associate Green Street Advisors is the industry leader in real estate and real estate investment trust (REITs) research for over 25 years. Our dedicated research professionals generally cover far fewer companies per researcher than is typical for a securities firm. This specialization, coup"
emscad_00096,Senior Marketing Manager,"Industrial Color Software is a division of Industrial Color Brands, a family of vertically integrated creative productio",0,0,6.580352783203125e-05,0.05,correct|near_threshold,"Senior Marketing Manager Industrial Color Software is a division of Industrial Color Brands, a family of vertically integrated creative production companies. Founded in 1991 from a culture of innovation, excellence and attention to industry trends and client needs, the brands operate independently a"
emscad_00110,Director of Client Engagement,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,6.455183029174805e-05,0.05,correct|near_threshold,"Director of Client Engagement Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve custom"
emscad_00112,Customer Service Associate - Part Time,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,5.8770179748535156e-05,0.05,correct|near_threshold,"Customer Service Associate - Part Time Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and impro"
emscad_00116,Birmingham Business Admin Apprenticeship Under NAS 16-18 Year Olds Only,Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of pas,0,0,5.519390106201172e-05,0.05,correct|near_threshold,Birmingham Business Admin Apprenticeship Under NAS 16-18 Year Olds Only Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst w
emscad_00133,Senior Java Developer,"Everything you need to track vehicles, assets & equipment",0,0,8.64863395690918e-05,0.05,correct|near_threshold,"Senior Java Developer Everything you need to track vehicles, assets & equipment   Fleetsmart is an easy to use web based fleet tracking solution for businesses.   Save Money & Improve Business Efficiency without feeling overwhelmed An opportunity has come available for a Senior Java Developer workin"
emscad_00141,English Teacher Abroad,We help teachers get safe & secure jobs abroad :),0,0,5.143880844116211e-05,0.05,correct|near_threshold,"English Teacher Abroad We help teachers get safe & secure jobs abroad :) Play with kids, get paid for it   Love travel? Jobs in Asia   $1,500+ USD monthly ($200 Cost of living)   Housing provided (Private/Furnished) Airfare Reimbursed Excellent for student loans/credit cards   Gabriel Adkins : #URL_"
emscad_00144,English Teacher Abroad (Conversational),We help teachers get safe & secure jobs abroad :),0,0,5.269050598144531e-05,0.05,correct|near_threshold,"English Teacher Abroad (Conversational) We help teachers get safe & secure jobs abroad :) Play with kids, get paid for it.   Vacancies in Asia   $1500 USD + monthly ($200 Cost of living)   Housing provided Airfare Reimbursed Excellent for student loans/credit cards   Gabriel Adkins (#URL_ed9094c6018"
emscad_00148,CNC Programmer,We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting ,0,0,5.453824996948242e-05,0.05,correct|near_threshold,"CNC Programmer We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting high quality candidates in IT, Engineering, Manufacturing and other highly technical and non-technical jobs. (We have more than 1500+ Job openings in our website and"
