sample_id,title,company,original_label,predicted_label,fraud_probability,threshold,error_type,text_preview
emscad_00003,Commissioning Machinery Assistant (CMA),"Valor Services provides Workforce Solutions that meet the needs of companies across the Private Sector, with a special f",0,0,7.69495964050293e-05,0.15,correct,"Commissioning Machinery Assistant (CMA) Valor Services provides Workforce Solutions that meet the needs of companies across the Private Sector, with a special focus on the Oil & Gas Industry.   Valor Services will be involved with you throughout every step of the hiring process and remain in contact"
emscad_00007,Head of Content (m/f),"Founded in 2009, the Fonpit AG rose with its international web portal ANDROIDPIT to the world's largest Android communit",0,0,6.204843521118164e-05,0.15,correct,"Head of Content (m/f) Founded in 2009, the Fonpit AG rose with its international web portal ANDROIDPIT to the world's largest Android community. Every month over 18 Million Android and tech enthusiasts around the world log into ANDROIDPIT , where they know they'll find the latest and most innovative"
emscad_00014,Installers,"Growing event production company providing staging, scenic, and drapery primarily in the state of Florida. We have a sec",0,0,6.556510925292969e-05,0.15,correct,"Installers Growing event production company providing staging, scenic, and drapery primarily in the state of Florida. We have a secondary location in Las Vegas and will soon be adding a third location in Southeast Florida. We are a small team passionate about creating high quality events and providi"
emscad_00015,Account Executive - Sydney,Adthena is the UK’s leading competitive intelligence service for Google search advertisers. Adthena is loved by major br,0,0,6.35385513305664e-05,0.15,correct,Account Executive - Sydney Adthena is the UK’s leading competitive intelligence service for Google search advertisers. Adthena is loved by major brands and digital agencies alike and provides a great opportunity to work in the high growth adtech space. Our patent-pending technologies provide unparal
emscad_00021,Marketing Assistant,IntelliBright was created to leverage enterprise level online business practices to generate exclusive leads on behalf o,0,0,0.00023055076599121094,0.15,correct,Marketing Assistant IntelliBright was created to leverage enterprise level online business practices to generate exclusive leads on behalf of our medium and small business clients across a wide variety of verticals. Our founder comes from a background where websites and online marketing programs uti
emscad_00028,HAAD/DHA Licensed Doctors Opening in UAE,We the Medical Recruitment Team of Roland and Associates,0,0,6.681680679321289e-05,0.15,correct,"HAAD/DHA Licensed Doctors Opening in UAE We the Medical Recruitment Team of Roland and Associates   Roland & Associates is a Corporate Recruitment Organization providing solutions to Global MNC’s for the past 11 years We specialize in High end Recruitments in IT, Telecom, Embedded, Chip Design and N"
emscad_00031,Customer Service Technical Specialist,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,8.350610733032227e-05,0.15,correct,"Customer Service Technical Specialist Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improv"
emscad_00033,Craftsman Associate,"We are an award-winning team of professionals, providing the very best value for glass shower enclosures, designer close",0,0,0.00014770030975341797,0.15,correct,"Craftsman Associate We are an award-winning team of professionals, providing the very best value for glass shower enclosures, designer closets, storefronts, glazing, and mirrors in Western Washington, with world class service and quality that are both Faster & Better. AAA KARTAK is family owned and "
emscad_00034,Completion Engineer,"Valor Services provides Workforce Solutions that meet the needs of companies across the Private Sector, with a special f",0,0,9.03010368347168e-05,0.15,correct,"Completion Engineer Valor Services provides Workforce Solutions that meet the needs of companies across the Private Sector, with a special focus on the Oil & Gas Industry.   Valor Services will be involved with you throughout every step of the hiring process and remain in contact with you all the wa"
emscad_00044,Customer Service Associate Receptionist,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,9.763240814208984e-05,0.15,correct,"Customer Service Associate Receptionist Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and impr"
