sample_id,label,source_type,source_url,collected_at,generator,scenario,text
real_001,0,real_web,https://au.seek.com/job/93190629,2026-07-14,,SEEK | Springtek | Start your Tech Career - Junior Software Engineer,"Start your Tech Career - Junior Software Engineer. Employer: Springtek. About Us – Springtek Recruitment At Springtek, we support fast-growing companies with go-to-market strategy, lead generation, and talent acquisition. We've partnered with a global leader in health technology to recruit their next junior software engineer. This is a structured pathway for people looking to change careers and move into software engineering - with no previous experience required. The Opportunity We're recruiting a motivated individual to join a 9-month full-time program that includes hands-on training, before moving into a full-time position as a junior software engineer. You'll be placed on real projects within one of the world's leading health technology companies. This is ideal for those switching from other industries who want to build a career in tech and get practical experience to back it. Successful applicants will receive: ✅ Fully funded 9-month Software Engineering Program with Holberton School Australia A full-time Junior Software Engineer position on successful completion of the program. Hands-on, project-based curriculum designed around real-world applications, peer collaboration, and industry-relevant technologies. What You'll Learn The training is practical, team-based, and mirrors real industry environments. You'll cover: Programming in C, Python, JavaScript, and SQL Building and integrating APIs System design, debugging, and agile workflows Who This Is For Career switchers or up-skillers with little or no background in tech Australian Citizens or Permanent Residents People who are ready to commit full-time and take on a steep learning curve No degrees or prior coding experience needed - just the motivation to make a change How to apply? Submit a quick application via Seek Complete a short form we’ll email you Complete a 3-step admissions process (focused on logic, motivation, and fit) Shortlisted applicants will be interviewed in late September 2026"
real_002,0,real_web,https://au.seek.com/job/92969424,2026-07-14,,SEEK | Opus Recruitment Solutions | Software Engineer - Computer Vision / Perception,"Software Engineer - Computer Vision / Perception. Employer: Opus Recruitment Solutions. Software Engineer - Computer Vision / Perception $110,000 - $150,000 Plus Super Computer Vision / Perception 📍 Sydney The Opportunity Join a cutting-edge robotics company building AI-powered perception systems deployed on real vessels . This is a rare chance to take computer vision models from development through to live, real-world operation in challenging maritime environments. Apply Now - work on real world AI systems, deploy on operational vessels and champion complex solutions in dynamic environments What You’ll Do Build and deploy computer vision models (detection, tracking, classification) Develop real-time perception pipelines across multi-camera and sensor systems Work on sensor fusion (camera, radar, thermal) Optimise models for GPU/edge deployment (CUDA, TensorRT, ONNX) Validate systems in simulation and real-world sea trials Tech C++, Python, ROS2, PyTorch/TensorFlow, Linux, OpenCV, GStreamer/RTSP Your Background Strong experience in computer vision / machine learning Solid Python & C++ Experience deploying models beyond research (real-world or production environments) Exposure to robotics, multi-sensor systems, or real-time pipelines is a plus Software Engineer - Computer Vision / Perception $110,000 - $150,000 Plus Super"
real_003,0,real_web,https://au.seek.com/job/93067151,2026-07-14,,SEEK | Moneyspot Financial | Junior Software Engineer,"Junior Software Engineer. Employer: Moneyspot Financial. Build technology behind finance products used across Australia, the US and South Africa Are you a driven, enthusiastic developer ready to do real work from day one? We are looking for a Junior/Graduate Software Engineer to join our team and help build the technology behind multinational finance products, used across Australia, the United States and South Africa. This is a genuine grad opportunity: you will be mentored by experienced engineers, trusted with real responsibility, and given the room to grow. You will not be serving coffee or watching from the sidelines. You will be shipping. About us NextGen Credit Services is a Software company supporting finance businesses operating across three continents. We build and run platforms these businesses depend on, from customer-facing applications to the services that tie our systems together. What you will work on You will work across a modern, varied stack and get exposure to large picture of how software is built, shipped and run: Developing services in JavaScript/TypeScript with Node . Working with both microservices and larger macroservices that power our finance products. Building and maintaining features on Salesforce using Apex (shares similarities to Java). Writing and querying robust, PostgreSQL databases. Managing your work in Jira , and using GitHub and Gearset for version control and CI/CD. Configuring and producing AI workflows. Aligning with regulatory requirements of various regions. You will learn how our systems fit together across multiple regions, and how we keep financial data correct and reliable at scale. What we are looking for A degree in Computer Science, Software Engineering or a related field . Genuine enthusiasm for building software and a strong appetite to learn. Solid programming fundamentals and clear problem-solving instincts. A collaborative attitude, with the self-direction to take a task and run with it. Familiarity with version control (Git) from study, projects or work. The right to work in Australia. Nice to have (but not essential) We expect to teach you a lot, so the following are a bonus rather than a requirement: Any exposure to Apex or the Salesforce platform. Experience with JavaScript/TypeScript, PostgreSQL/SQL, Java/Apex, Node. Understanding of REST APIs or how separate systems talk to each other. Personal, university or hackathon projects/competitions you are proud of. What we offer A competitive salary and annual bonus potential. Real ownership of work on products used across Australia, the US and South Africa. Hands-on guidance and a path to grow. A modern, varied stack that will broaden your skills fast. A collaborative, on-site team in Surry Hills. How to apply Hit Apply and send through your CV. We review every application and will get back to you. NextGen Credit Services is an equal opportunity employer. We welcome applicants of all backgrounds and are committed to an inclusive hiring process. If you need any adjustments during the process, just let us know."
real_004,0,real_web,https://au.seek.com/job/93280541,2026-07-14,,SEEK | ITSM | Software Engineer (Full Stack - React/C#),"Software Engineer (Full Stack - React/C#). Employer: ITSM. About the Role We are looking for an experienced Junior to Intermediate Developer to join our team at our Sydney Head Office. You won’t just be building simple UI components; you’ll be responsible for crafting high-performance client-side experiences that handle complex, large-scale data sets. While this role is ""client-strong,"" we utilize C# and .NET for our backend services. We need someone who understands how data flows from the database to the user’s screen and can ensure that journey is seamless, efficient, and performant. The Team You will be joining a high-performing engineering team that operates across a hybrid model. This role is specifically based in our Sydney Head Office, the heart of our business operations with over 500 staff on-site. We value the collaboration and professional connection that comes from being part of our HQ. This role operates on a structured hybrid model, requiring four days per week in the Sydney office with one day working from home. You will have the opportunity to work closely with local business stakeholders while collaborating daily with the wider engineering team. Our Perspective on AI We embrace the future of development. We expect our engineers to be AI-literate , leveraging tools like GitHub Copilot and other AI assistants to boost productivity and automate repetitive tasks. However, we value critical thinking above all else; you must have the foundational knowledge to audit, refine, and take full ownership of the code you ship. Requirements Must Have Experience: 2–4 years of professional software development experience. Education: Bachelor’s degree in Software Engineering, Computer Science, or equivalent industry experience. Client-Side: Solid proficiency in React and TypeScript . Backend Core: Practical experience with C# and ASP.NET Core Web API . Database Fundamentals: Foundational SQL knowledge and an understanding of how to work with relational data. Performance: A passion for writing clean, optimized, and pragmatic code that handles large data sets efficiently. Modern Web: Solid understanding of Responsive Web Design across all device types. Version Control & DevOps: Experience with Git and familiarity with DevOps CI/CD pipelines . Rights: Full Australian working rights. Nice to Have Styling: Proficiency with Tailwind CSS . SQL Server: Experience writing and maintaining Stored Procedures . Data Mapping: Familiarity with Dapper . Testing: Experience with E2E and unit testing tools like Playwright, Vitest, or React Testing Library . Architecture: Understanding of SOLID principles or common design patterns. State Management: Knowledge of patterns/libraries for managing complex state (e.g., Zustand, Redux Toolkit ). Tooling: Exposure to modern build tools like Vite and API documentation (e.g., Swagger ). What You'll Do Full Stack Contribution: Take ownership of features end-to-end, from API design through to the final React component. Problem Solving: Translate complex business requirements into robust, effective technical solutions. Performance Engineering: Build responsive UIs that remain snappy and reliable while handling heavy data interactions. HQ Collaboration: Work as a key technical presence in our Sydney office, collaborating with local business units and the wider national engineering team. About Us We are an established digital marketing and services management firm based in Darlinghurst, where talented professionals collaborate to solve complex challenges using cutting-edge technologies. As part of our team, you'll work alongside experienced colleagues in our modern office space with panoramic city views. With a workforce of nearly 500 employees, we offer the stability and resources of a large organization while maintaining the collaborative culture and agility of a boutique firm. We are committed to fostering community engagement through multiple annual company events, including charitable initiatives and volunteer opportunities that make a meaningful impact. This role requires a hybrid work arrangement combining office and remote work."
real_005,0,real_web,https://au.seek.com/job/93243552,2026-07-14,,SEEK | HCL Australia Services Pty Ltd | Software Engineer,"Software Engineer. Employer: HCL Australia Services Pty Ltd. About the Company We are HCLTech, one of the fastest-growing large tech companies in the world and home to 219,000+ people across 54 countries, supercharging progress through industry-leading capabilities centered around Digital, Engineering and Cloud. The driving force behind that work, our people, are diverse, creative, and passionate, raising the bar for excellence on a regular basis. We, in turn, work hard to bring out the best in them as we strive to help them find their spark and become the best version of themselves that they can be. Are you ready to be an important part of this ever-transformational journey? At HCLTech Australia, we value the unique perspective and contributions of all individual people to apply for this role. Duration: 12 months Fixed term contract with possibilities to go permanent. Location: Sydney. About the Role We are looking for a Software Engineer with strong engineering fundamentals (SOLID, DRY, Composition over Inheritance) Required Skills Strong software engineering fundamentals (SOLID, DRY, Composition over Inheritance) Experience with CI/CD pipelines and DevOps practices Hands-on experience with GitHub Actions TypeScript or JavaScript development experience Understanding of automated testing (UI, integration, or unit testing) Knowledge/Experience with Playwright is highly desirable Background in .NET/C# or Java is advantageous Exposure to DevSecOps, dependency management, and security remediation initiatives Why Us: We are one of the fastest-growing large tech companies in the world, with offices in 50+ countries across the globe and 219,000 employees. Our company is extremely diverse with 165 nationalities represented. We offer the opportunity to work with colleagues across the globe. We offer a virtual-first work environment, promoting a good work-life integration and real flexibility. We offer comprehensive benefits for all employees. We are a certified great place to work and a top employer in 17 countries, offering a positive work environment that values employee recognition and respect. Equal Opportunity Statement Representing 165 nationalities across the globe, we pride ourselves on being an equal opportunity employer, committed to providing equal employment opportunities to all applicants and employees regardless of race, religion, sex, colour, age, national origin, pregnancy, sexual orientation, physical disability or genetic information, military or veteran status, Aboriginal and Torres Strait Islander people or any other protected classification, in accordance with federal, state, and/or local law. Candidate Data Privacy Notice | HCL Technologies We are committed to respecting your privacy and for the protection of your personal data. Your personal data will be collected and processed in line with our candidate privacy notice: https://www.hcltech.com/candidate-privacy-notice. This privacy notice will help you to understand what personal data we collect about you, how we use this personal data, and what rights you have regarding your personal data. By replying to this email or submitting any personal data to HCLTech, you acknowledge that you have read and understood the candidate privacy notice and have provided your consent to the processing of your data for recruitment purposes as described in the privacy notice."
real_006,0,real_web,https://au.seek.com/job/93076444,2026-07-14,,SEEK | iasset.com Pty Ltd | Software Developer (Jnr),"Software Developer (Jnr). Employer: iasset.com Pty Ltd. The Company Our culture deems that our people work from wherever they feel most productive. We empower their journey by providing the flexibility enhancing a creative work environment. Experience has proven that this is how our world class and market leading SaaS platform is created and maintained. We are proud to be have been recognised as a Great Place to Work, a testament to our team and commitment to providing an approachable management structure, flexibility, and a focus on balance at work, and at home. Craftsmanship, creativity and candour drives our success. Our culture is positive, honest and professional and we encourage open communication, embrace change, and strive for technical mastery. iasset.com operates at an extremely fast pace. Agility is core to our operations and we all work collaboratively to ensure the continued success of our business. You will enjoy great benefits including workplace flexibility, a day off for your birthday, the opportunity to be a change agent in an emerging high growth company, and an experienced leadership team who foster a uniquely fresh and innovative environment. Please visit our YouTube Channel - ChannelTalks for more information on our business. The Opportunity We are looking for an enthusiastic and driven Junior Software Developer who loves coding and seeking new challenges! Excellent verbal and written communication skills is key to this role along with an understanding of how your role contributes to business strategy, growth and exceeding customer expectations. This is an exciting opportunity to work with Senior Software Developers to develop your skills and grow with our organisation. The atmosphere is fun, consultative and focused on delivering best of class products to our global client base. About you You will thrive in our dynamic and fast paced environment where you can grow, learn and feel challenged. Experience & Qualifications: · Bachelor’s degree in Computer Science, Engineering, or equivalent demonstrable experience · 2+ years relevant experience · Exposure to Microsoft .Net Framework (C#, WebApi, Entity Framework, …) · Exposure to modern JavaScript frameworks such as Angular or React · Basic understanding of relational databases and SQL (experience with SQL Server or Azure SQL is desirable) · Exposure to cloud platforms, preferably Microsoft Azure. · Understanding of software development principles, including the Software Development Life Cycle (SDLC) and Agile methodologies. · Knowledge of RESTful APIs and object-oriented programming concepts. · An understanding of version control systems such as Git. · An understanding of software testing principles, with a willingness to learn automated testing practices. · Familiarity with AI-assisted development tools (e.g. GitHub Copilot, ChatGPT, Azure AI Foundry) and an interest in using them responsibly to support coding, testing, debugging, documentation, and continuous learning. Whilst this role is remote, we are looking for candidates in NSW only. APPLY NOW Note to Recruiters: iasset.com does not accept agency resumes. Please do not forward resumes to our jobs alias, employees or any other company location. iasset.com is not responsible for any fees related to unsolicited resumes."
real_007,0,real_web,https://au.seek.com/job/93042171,2026-07-14,,SEEK | Private Advertiser | Remote Software Engineer / Systems Administrator,"Remote Software Engineer / Systems Administrator. Employer: Private Advertiser. About the Role We are seeking a Software Engineer / Systems Administrator to help build, maintain, and deploy our bespoke analytics software that is embedded directly within client environments. This is a hands-on engineering role for someone who enjoys writing high-quality software, takes pride in robust deployment and operation, and is excited to work in a modern, AI-native fashion. You will work closely with our small senior team on a proven product while having genuine influence over how it is engineered and operated. Employment Type: Flexible – Contract, Consulting, or Employee Hours: Flexible – between 10 and 15 hours per week. We ask for a minimum of around 2 hours each working day during business hours to support timely responses to urgent client issues or requests. Beyond that, any hours worked above 10 per week can be completed at whatever times suit you. Rate: $60/hour (inclusive of super if applicable, excluding GST if applicable) Location: Onshore Australia (fully remote). Quarterly in-person workshops will be organised and may require travel to one of the eastern capital cities (Brisbane, Sydney, or Melbourne). Reports to: Managing Partner Clearance: Due to the sensitivity of the data involved, a satisfactory National Police Check is a mandatory requirement of this role, and applicants must be willing to undertake further background checks as required. About Us We're an established company with a startup mindset – we have a proven product and an experienced team, but we're constantly innovating and experimenting with new approaches to better serve our clients. Our software is deployed into sensitive client environments, so we care deeply about engineering quality, security, and reliability. We're a small, collaborative team that values autonomy, curiosity, and people who take ownership of their work. Ideal Candidate You're a capable software engineer who writes clean, maintainable code and cares about doing things properly. You're comfortable working independently in a remote setting but thrive on collaboration. You're pragmatic and adaptable – happy working primarily in Python and SQL, but equally willing to pick up and work with whatever language or tooling a problem calls for. Crucially, you're excited about working in an AI-native fashion: you understand how to use modern coding assistants safely and effectively to rapidly develop and deploy software, without compromising on quality or security. Industry experience isn't required – we value the right attitude, skills, and willingness to learn. What You'll Do Day-to-Day Responsibilities: • Software development: Design, build, test, and maintain bespoke analytics software embedded within client environments, primarily using Python and SQL • AI-native development: Use AI coding assistants to rapidly prototype, develop, and deploy software, applying sound judgement to ensure output is safe, secure, and high-quality • Deployment & integration: Deploy software into client environments and ensure it integrates smoothly and securely with existing systems • Best-practice SDLC: Follow and help uphold a disciplined software development lifecycle – version control, code review, testing, documentation, and controlled release processes • Systems administration: Carry out light systems administration across Windows and Linux servers (both on-premises and Azure), including server performance monitoring and patching of server components • Reliability & monitoring: Monitor deployed solutions in live environments, investigate anomalies, and recommend improvements to performance and stability • Client technical support: Troubleshoot deployed solutions, resolve technical issues, and provide guidance to client teams • Security & data sensitivity: Handle sensitive client data responsibly and in accordance with security and compliance obligations • Documentation: Maintain clear records of code, architecture, and decision-making to support team knowledge sharing What We're Looking For Essential: • Strong software engineering skills, with proficiency in Python and SQL • Flexibility and willingness to work with other languages and tooling as required • Demonstrated ability (or genuine eagerness) to work in an AI-native fashion – using coding assistants such as AI pair-programming tools safely and effectively • Understanding of, and commitment to, best-practice software development lifecycle • Ability to work independently in a remote environment • Onshore in Australia • Available for a minimum of around 2 hours each working day during business hours, with remaining hours worked flexibly to suit you • Willing and able to undertake and pass a National Police Check and any further background checks required • Willingness to attend quarterly in-person workshops, which may require travel to Brisbane, Sydney, or Melbourne Highly Desirable: • Software engineering degree (relevant work experience is equally well regarded) • Experience deploying software into client or production environments • Experience with systems administration across Windows and Linux – on-premises and Azure (server monitoring and patching). Where experience is only partial, a genuine willingness to learn is the key requirement • Familiarity with secure development practices and handling of sensitive data • Experience with databases, data pipelines, or analytics tooling Nice to Have: • Experience in regulated or data-sensitive industries (not mandatory – we'll provide domain knowledge in exchange for your engineering expertise) Next Steps If this opportunity excites you and you're ready to bring your software engineering skills to a modern, AI-native team working on genuinely interesting problems, we'd love to hear from you. To Apply: Please send your CV and a brief cover letter explaining why this role interests you and how your background aligns with our needs. We're committed to finding the right person for this role and are happy to discuss flexible arrangements to make it work for the right candidate."
real_008,0,real_web,https://au.seek.com/job/93156511,2026-07-14,,SEEK | Facere AI | Frontend Software Engineer (Product),"Frontend Software Engineer (Product). Employer: Facere AI. About the Company We’re a fast-growing startup transforming healthcare workflows with AI. Our platform helps medical practices reduce administrative workload and operate more efficiently by automating time-consuming processes. About the Role We’re looking for a Frontend Software Engineer to help design, build and ship product features used by healthcare customers. This is a hands-on engineering role with a high level of ownership. You’ll be involved from understanding the problem, designing the solution, building the feature, deploying it, and supporting it in production. This role is best suited to someone who enjoys solving real-world problems, working with some ambiguity, and taking responsibility for outcomes rather than just completing tickets. This is a full-time, on-site role based in Sydney. Key Responsibilities Design, build and ship product features end-to-end. Develop scalable frontend systems. Write clean, maintainable and well-tested code. Deploy and support features in production. Work closely with product and internal stakeholders. Contribute to improving system performance and reliability. Skills & Experience We’re looking for engineers with experience in the following: Frontend, with a focus on Product: React Tailwind CSS Tanstack Query State management such as Jotai, Redux, MobX About You You are likely to succeed in this role if you: Can take a loosely defined product or technical problem and turn it into a working production feature. Are comfortable debugging issues across application code, databases, infrastructure and third-party systems. Care about the quality of the product you are shipping, but are pragmatic enough to ship quickly when needed. Communicate clearly when you are blocked, disagree, or need more context. Prefer high ownership over narrow, pre-defined tickets. Level & Experience We’re primarily looking for engineers who can operate with a high level of ownership. Most successful candidates in this role tend to be at a senior level. We’re open to exceptional mid-level engineers who demonstrate strong initiative and the ability to deliver independently. How We Work We value ownership, initiative and action over rigid titles. Engineers are trusted to take responsibility and drive outcomes. Your impact is measured by what you ship and improve. You’ll have the opportunity to take on more responsibility as you grow."
real_009,0,real_web,https://au.seek.com/job/93307093,2026-07-14,,SEEK | ScaleUp Recruitment | C# Software Engineer | Global Trading Company,"C# Software Engineer | Global Trading Company. Employer: ScaleUp Recruitment. ScaleUp your career Sydney-based Software Engineer (C#) Are you tired of building systems that get lost in corporate bureaucracy? In this opportunity, you won’t get lost in fact it will be your engineering directly drives the P&L. We are looking for high-performance Software Engineers to join the Equites desk of a Sydney based HFTC. This is not a standard corporate development role. There are no Business Analysts or Project Managers here. You will sit directly with the traders, gather your own requirements, architect the solutions, and deploy systems that execute in real-time across regional markets and futures. Whether you are a battle-tested trading systems veteran or an elite Computer Science fundamentalist looking to break into high-frequency finance, if you understand how to build highly concurrent systems from the ground up, we want to talk to you. You will be stepping into a true systems engineering environment, moving away from monolithic legacy code to build out a modern, highly distributed trading architecture. The Stack: Building a completely new C# microservices platform running on Linux, alongside high-performance thin-client WPF applications. The Split: 80% complex, highly concurrent backend engineering, 20% UI. The Environment: Fast-paced Delta One / Prop Trading. You will own the full lifecycle, from trader ideation to deployment and 2nd/3rd line support. What We Are Looking For We are hunting for engineers who understand what happens under the hood , not just how to string frameworks together. Core Systems Engineering: Deep, commercial expertise in building applications with C# , or C++. Minimum 2 – 3 years + experience ideally in financial services (with a passion to work in trading is a must) If you are an elite low-latency Java developer, we provide a 1-2 month cross-training bridge to master our C# stack. Comp Sci Fundamentals: Absolute mastery of memory management, data structures, multithreading, and concurrency. Autonomy & Communication: The ability to push back, ask the right questions, and thrive in an environment where you interact directly with aggressive, fast-moving traders. The Foundation: A pure Computer Science degree (or equivalent deeply technical foundation). Finance knowledge is highly regarded but not strictly required for Junior/Mid-level applicants (we can teach you the markets, but we cannot teach you how to write highly concurrent code.) Please note: This is a software engineering role that borders on low-level systems engineering. It is not suitable for purely web-focused Full-Stack developers (React/Angular/Web Forms) or Python/Data Analysts. Why this role? Zero Red Tape: Flat hierarchy. No massive requirement documents. See your code impact the traders in days, not months. Continuous Evolution: Work alongside some of the sharpest quantitative and engineering minds in the Sydney market. Elite Compensation: Top-tier base salaries coupled with an aggressive, performance-driven bonus structure aligned with a premier proprietary trading firm. The role is on-site 100% of the time, working alongside traders in one of the best offices in Sydney Incredible employee retention rate Food is taken care of with fully catered meals provided daily End of trip facilities Apply now or reach out directly to sa•@scaleuprecruitment.com.au ScaleUp has been partnering with technology businesses since 2022. We thrive on scaling technology teams that solve business problems. We believe connecting people with an ethos and mindset to stimulate a cohesive engineering culture is the best way to do this. Sam Elderfield has been applying the same high level of commitment to scaling technology teams throughout his 15-year career in technology recruitment. As a co-founder of ScaleUp Recruitment, he loves identifying and attracting the right people to help solve your business problems, helping your business scale and exceed the results you are looking for."
real_010,0,real_web,https://au.seek.com/job/92742602,2026-07-14,,SEEK | Microsoft | Software Engineer II,"Software Engineer II. Employer: Microsoft. Overview Are you looking for an opportunity to build software and systems for some of the biggest data centers that exist in the world? The Azure Networking team is responsible for designing and building the software defined network infrastructure that powers millions of servers around the globe for Azure, Bing and other Microsoft cloud services. Azure Networking is at the forefront of Hyperscale Cloud Computing and runs one of the largest datacenter network infrastructures in the world. With the explosion of artificial intelligence (AI), Microsoft has been at the forefront of developing and adopting AI technologies. Meeting the next waves of AI technologies requires new generations of network, and the Azure Networking team is tasked to design and build the next generation of AI networks. Azure Networking team is looking for world-class Software Engineers to help us in building the highest quality software to manage global scale AI networks. Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond. Responsibilities Works with appropriate stakeholders to determine user requirements for a set of features. Contributes to the identification of dependencies, and the development of design documents for a product area with little oversight. Creates and implements code for a product, service, or feature, reusing code as applicable. Contributes to efforts to break down larger work items into smaller work items and provides estimation. Acts as a Designated Responsible Individual (DRI) working on-call to monitor system/product feature/service for degradation, downtime, or interruptions and gains approval to restore system/product/service for simple problems. Remains current in skills by investing time and effort into staying abreast of current developments that will improve the availability, reliability, efficiency, observability, and performance of products while also driving consistency in monitoring and operations at scale. Qualifications Required Qualifications: Bachelor's Degree in Computer Science or related technical field AND 2+ years technical engineering experience with coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or Python OR equivalent experience. Other Requirements: Ability to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include, but are not limited to the following specialized security screenings: Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud Background Check upon hire/transfer and every two years thereafter. Preferred Qualifications: Knowledge of UNIX or Linux. Familiar with test automation tools and scripting languages. Experience with agile methodology. Proficient communication skills. This position will be open for a minimum of 5 days, with applications accepted on an ongoing basis until the position is filled. Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance with religious accommodations and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations."
