sample_id,title,company,original_label,predicted_label,fraud_probability,threshold,error_type,text_preview
emscad_00002,Customer Service - Cloud Video Production,"90 Seconds, the worlds Cloud Video Production Service.",0,0,0.0002694129943847656,0.8,correct,"Customer Service - Cloud Video Production 90 Seconds, the worlds Cloud Video Production Service.   90 Seconds is the worlds Cloud Video Production Service enabling brands and agencies to get high quality online video content shot and produced anywhere in the world. 90 Seconds makes video production "
emscad_00008,Lead Guest Service Specialist,Airenvy’s mission is to provide lucrative yet hassle free full service short term property management all around the wor,0,0,0.00029587745666503906,0.8,correct,Lead Guest Service Specialist Airenvy’s mission is to provide lucrative yet hassle free full service short term property management all around the world. We combine the charm of your home with the amenities of a boutique hotel.   Currently the short-term rental property management companies are run 
emscad_00010,Customer Service Associate - Part Time,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,0.00025963783264160156,0.8,correct,"Customer Service Associate - Part Time Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and impro"
emscad_00013,"Applications Developer, Digital","Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,0.0002410411834716797,0.8,correct,"Applications Developer, Digital Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve cust"
emscad_00037,Graduates: English Teacher Abroad,We help teachers get safe & secure jobs abroad :),0,0,0.0002295970916748047,0.8,correct,"Graduates: English Teacher Abroad We help teachers get safe & secure jobs abroad :) Play with kids, get paid for it :-)   Love travel? Jobs in Asia   $1500 USD + monthly ($200 Cost of living)   Housing provided Airfare Reimbursed Excellent for student loans/credit cards   Gabriel Adkins : #URL_ed909"
emscad_00044,Customer Service Associate Receptionist,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,0.00027108192443847656,0.8,correct,"Customer Service Associate Receptionist Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and impr"
emscad_00047,Entry Level,History & Background,0,0,0.01708984375,0.8,correct,"Entry Level History & Background   The Bank started its activities in Feb. 1985 at the time when the economic arena was characterized by major developments, a matter which gave the bank mission special significance, as Egypt was suffering at that time from great pressures on its balance of payments."
emscad_00048,Customer Service Associate,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,0.0002586841583251953,0.8,correct,"Customer Service Associate Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer "
emscad_00070,Ruby Automation Engineer & Ruby on Rails Engineer - 2 roles,Position # 1,0,0,0.0013828277587890625,0.8,correct,"Ruby Automation Engineer & Ruby on Rails Engineer - 2 roles Position # 1   Ruby Automation Engineer Location: Menlo Park, CA   Position # 2   Ruby on Rails Engineer Location : Pleasanton, CA Length – 9 months plus.   Looking for 4-5 years of experience. Someone who has worked on some exciting eComme"
emscad_00074,Specialist Obs/Gyn,A well-known hospital in Dubai is looking for a full - time Specialist Obs./Gynec. (having DHA/HAAD/MOH License) to join,0,0,0.0005645751953125,0.8,correct,"Specialist Obs/Gyn A well-known hospital in Dubai is looking for a full - time Specialist Obs./Gynec. (having DHA/HAAD/MOH License) to join in the institution. Eligible & Interested candidates can forward their CV to us and we will be in contact with you. Must have either any UAE License, DHA/HAAD/M"
emscad_00078,Mid-Senior .NET or Xamarin Developer,DataFinch Technologies is the leader in electronic data collection for the Autism and Special education fields. We have ,0,0,0.00033664703369140625,0.8,correct,"Mid-Senior .NET or Xamarin Developer DataFinch Technologies is the leader in electronic data collection for the Autism and Special education fields. We have created a revolutionary, one of a kind, software product targeting: schools, physicians, in-home autism providers and non-profit organizations."
emscad_00081,English Teacher Abroad,We help teachers get safe & secure jobs abroad :),0,0,0.00023090839385986328,0.8,correct,"English Teacher Abroad We help teachers get safe & secure jobs abroad :) Play with kids, get paid for it   Love travel? Jobs in Asia   $1,500+ USD monthly ($200 Cost of living)   Housing provided (Private/Furnished) Airfare Reimbursed Excellent for student loans/credit cards   Gabriel Adkins : #URL_"
emscad_00086,Research Associate,Green Street Advisors is the industry leader in real estate and real estate investment trust (REITs) research for over 2,0,0,0.00031375885009765625,0.8,correct,"Research Associate Green Street Advisors is the industry leader in real estate and real estate investment trust (REITs) research for over 25 years. Our dedicated research professionals generally cover far fewer companies per researcher than is typical for a securities firm. This specialization, coup"
emscad_00098,Customer Service Associate,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,0.0002605915069580078,0.8,correct,"Customer Service Associate Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer "
emscad_00099,IC&E Technician,Staffing & Recruiting done right for the Oil & Energy Industry!,1,1,0.99951171875,0.8,correct,"IC&E Technician Staffing & Recruiting done right for the Oil & Energy Industry!   Represented candidates are automatically granted the following perks:   Expert negotiations on your behalf, maximizing your compensation package and implimenting ongoing increases   Significant signing bonus by Refined"
emscad_00106,Manager of Support Services,GetCloudServices is a privately held technology services firm founded in 2003. We are a leader in the professional cloud,0,0,0.00026726722717285156,0.8,correct,"Manager of Support Services GetCloudServices is a privately held technology services firm founded in 2003. We are a leader in the professional cloud services market with an unwavering dedication to providing the best hosting services available, regardless of platform. We integrate best-in-class conn"
emscad_00108,Senior Developer at a Startup Investment Studio,"Based in Hoxton, London, Forward Partners are a “startup catalyst”, combining investment with practical hands-on experti",0,0,0.00022876262664794922,0.8,correct,"Senior Developer at a Startup Investment Studio Based in Hoxton, London, Forward Partners are a “startup catalyst”, combining investment with practical hands-on expertise and insight.   We're investors in very early stage ecommerce companies. Our team have the experience to enable entrepreneurs to s"
emscad_00110,Director of Client Engagement,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,0.0002930164337158203,0.8,correct,"Director of Client Engagement Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve custom"
emscad_00113,Customer Service Associate - Part Time,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,0.00025463104248046875,0.8,correct,"Customer Service Associate - Part Time Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and impro"
emscad_00118,Materials Manager,"Kappa Search, Inc. is one of the leading sourcing and placement firms in the nation. Located in downtown Chicago, KSI fo",0,0,0.0004611015319824219,0.8,correct,"Materials Manager Kappa Search, Inc. is one of the leading sourcing and placement firms in the nation. Located in downtown Chicago, KSI focuses on nationwide placements within all sectors of technical companies. Our focus on strong backgrounds with a technical focus has helped us service our clients"
emscad_00128,Pharmaceutical / Compound Sales Representative- Georgia,United Med Force was created due to the high demand for elite sales professionals in the healthcare industry. United Med,0,0,0.00031447410583496094,0.8,correct,Pharmaceutical / Compound Sales Representative- Georgia United Med Force was created due to the high demand for elite sales professionals in the healthcare industry. United Med Force has rapidly become the trusted leader in medical device and pharmaceutical sales distribution. It has successfully pa
