sample_id,title,company,original_label,predicted_label,fraud_probability,threshold,error_type,text_preview
emscad_00002,Customer Service - Cloud Video Production,"90 Seconds, the worlds Cloud Video Production Service.",0,0,6.0617923736572266e-05,0.1,correct,"Customer Service - Cloud Video Production 90 Seconds, the worlds Cloud Video Production Service.   90 Seconds is the worlds Cloud Video Production Service enabling brands and agencies to get high quality online video content shot and produced anywhere in the world. 90 Seconds makes video production "
emscad_00005,Bill Review Manager,"SpotSource Solutions LLC is a Global Human Capital Management Consulting firm headquartered in Miami, Florida. Founded i",0,0,6.842613220214844e-05,0.1,correct,"Bill Review Manager SpotSource Solutions LLC is a Global Human Capital Management Consulting firm headquartered in Miami, Florida. Founded in January 2012, SpotSource has created a fusion of innovative service offerings to meet the increasing demand of today’s economy. We specialize in Talent Acquis"
emscad_00011,"ASP.net Developer Job opportunity at United States,New Jersey",Position : #URL_86fd830a95a64e2b30ceed829e63fd384c289e4f01e3c93608b42a84f6e662dd# Developer Job Location :United States-,0,0,0.0001628398895263672,0.1,correct,"ASP.net Developer Job opportunity at United States,New Jersey Position : #URL_86fd830a95a64e2b30ceed829e63fd384c289e4f01e3c93608b42a84f6e662dd# Developer Job Location :United States-New Jersey-Jersey City Us work status required : EAD / Green Card / US Citizens Detailed Description #URL_86fd830a95a6"
emscad_00014,Installers,"Growing event production company providing staging, scenic, and drapery primarily in the state of Florida. We have a sec",0,0,6.377696990966797e-05,0.1,correct,"Installers Growing event production company providing staging, scenic, and drapery primarily in the state of Florida. We have a secondary location in Las Vegas and will soon be adding a third location in Southeast Florida. We are a small team passionate about creating high quality events and providi"
emscad_00035,I Want To Work At Karmarama,"At Karmarama we have a unique hiring policy: nice, talented and decent people who genuinely want to do what's right for ",0,0,9.423494338989258e-05,0.1,correct,"I Want To Work At Karmarama At Karmarama we have a unique hiring policy: nice, talented and decent people who genuinely want to do what's right for their clients. Or 'keine wixer bitte' as our German friends say.   We believe in good works. We put our clients at the heart of everything we do and onl"
emscad_00068,Production Supervisor,We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting ,0,0,5.692243576049805e-05,0.1,correct,"Production Supervisor We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting high quality candidates in IT, Engineering, Manufacturing and other highly technical and non-technical jobs. (We have more than 1500+ Job openings in our webs"
emscad_00072,Branch Associate,Outstanding Member Service Starts With Outstanding People,0,0,5.7637691497802734e-05,0.1,correct,"Branch Associate Outstanding Member Service Starts With Outstanding People   If you are committed to the concept of “above and beyond” and enjoy interacting with people either in person or on the telephone, then we want to talk to you.   Our people are our most valuable asset. We recognize their val"
emscad_00075,Call Attendant - Part Time,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,5.346536636352539e-05,0.1,correct,"Call Attendant - Part Time Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer "
emscad_00091,Marketing Manager,"Super Soccer Stars is the country's most popular soccer development program for kids. For over a decade, we have provide",0,0,7.426738739013672e-05,0.1,correct,"Marketing Manager Super Soccer Stars is the country's most popular soccer development program for kids. For over a decade, we have provided outstanding instruction for thousands of children in 400+ locations in NY, NJ, CT, MA, CA, FL, IL, Washington, DC, and London, UK! Super Soccer Stars was founde"
emscad_00093,WAH Customer Service Repersentative,ECHO HEIGHT LLC (WORK AT HOME) is now excepting applications from experienced as well as inexperienced Customer Service ,0,0,9.316205978393555e-05,0.1,correct,WAH Customer Service Repersentative ECHO HEIGHT LLC (WORK AT HOME) is now excepting applications from experienced as well as inexperienced Customer Service and Technical Representatives to join our team Starting Pay: $8.50 an hour Top Performers are making $11.00 to $12.00 per hour!! Job Requirement
emscad_00098,Customer Service Associate,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,5.161762237548828e-05,0.1,correct,"Customer Service Associate Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer "
emscad_00115,Regional Sales Director - West,"WebLinc is the e-commerce platform and services provider for the fastest growing online retailers. WebLinc’s modern, agi",0,0,6.842613220214844e-05,0.1,correct,"Regional Sales Director - West WebLinc is the e-commerce platform and services provider for the fastest growing online retailers. WebLinc’s modern, agile technologies and strategic expertise empower companies running global, omnichannel commerce operations, and enable retailers to consistently out-p"
emscad_00130,Customer Service Associate,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,5.143880844116211e-05,0.1,correct,"Customer Service Associate Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer "
emscad_00131,Customer Service Associate - Call Attendant,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,5.412101745605469e-05,0.1,correct,"Customer Service Associate - Call Attendant Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and "
emscad_00132,Milton Keynes Fragrance and Beauty Promotional Staff,Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of pas,0,0,5.6743621826171875e-05,0.1,correct,Milton Keynes Fragrance and Beauty Promotional Staff Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long te
emscad_00133,Senior Java Developer,"Everything you need to track vehicles, assets & equipment",0,0,0.0002732276916503906,0.1,correct,"Senior Java Developer Everything you need to track vehicles, assets & equipment   Fleetsmart is an easy to use web based fleet tracking solution for businesses.   Save Money & Improve Business Efficiency without feeling overwhelmed An opportunity has come available for a Senior Java Developer workin"
emscad_00143,BI Developer,The only thing we love more than our data is our team.,0,0,0.00038814544677734375,0.1,correct,"BI Developer The only thing we love more than our data is our team.   We're a group of developers, designers, mathematicians, data scientists, researchers and marketeers that work relentlessly to measure online behavior worldwide and to generate marketing insights.   Together, we are shaping the fut"
emscad_00151,Web Developer,Yazamo is a rapidly growing digital lifecycle marketing firm focused on developing web marketing strategies for mid size,0,0,0.0002238750457763672,0.1,correct,"Web Developer Yazamo is a rapidly growing digital lifecycle marketing firm focused on developing web marketing strategies for mid sized to enterprise companies. Optimizing web conversions, designing and developing websites, setting up analytics tracking to measure campaign success are all vital comp"
emscad_00153,Digital Sales Manager - High End Decor,"Dering Hall, #URL_5f3201a601e42a814d6d0724e0b94a4cf371abcd4b89ec239e909fe96a4b8521#, is to the online marketplace that f",0,0,8.350610733032227e-05,0.1,correct,"Digital Sales Manager - High End Decor Dering Hall, #URL_5f3201a601e42a814d6d0724e0b94a4cf371abcd4b89ec239e909fe96a4b8521#, is to the online marketplace that features high-end home furnishings from the world’s most renowned brands, artisans, and design galleries. These furnishing brands on Dering Ha"
emscad_00155,Production Operator $16.50/hr,Position Summary,0,0,8.058547973632812e-05,0.1,correct,Production Operator $16.50/hr Position Summary   Operates chemical process systems and ancillary equipment. Performs all tasks in a safe manner and following plant safety policies and procedures.   Key Areas of Responsibility   Operates chemical processing and related equipment following work instru
emscad_00160,General Laborers,Elite Environmental Group LLC. Provides staffing services and temporary employment opportunities for a wide range of cli,0,0,0.00011682510375976562,0.1,correct,"General Laborers Elite Environmental Group LLC. Provides staffing services and temporary employment opportunities for a wide range of clients, from business owners in search of employees, to candidates in search of employment in the Environmental, and Construction industry. Elite Environmental Group"
emscad_00163,Account Manager (Fashion),"EVH is a fashion, lifestyle, design and luxury communications, digital, events and sales agency. With integrity and inte",0,0,5.3048133850097656e-05,0.1,correct,"Account Manager (Fashion) EVH is a fashion, lifestyle, design and luxury communications, digital, events and sales agency. With integrity and intelligence, we work as an extension of our clients to build and secure their presence in the marketplace.   Based in Sydney but with an international reach,"
emscad_00173,Registrar's in Psychiatry,Who is Ramberg Associates?,0,0,5.692243576049805e-05,0.1,correct,"Registrar's in Psychiatry Who is Ramberg Associates?   Ramberg Associates is a specialist medical recruitment consultancy based in, Sydney, Australia, that is fast becoming a widely respected provider of health care professionals world-wide.   Ramberg’s team works closely with public and private hos"
emscad_00174,Technician Instrument & Controls,Edison International and Refined Resources have partnered up in an effort to streamline the hiring process and provide a,1,1,1.0,0.1,correct,"Technician Instrument & Controls Edison International and Refined Resources have partnered up in an effort to streamline the hiring process and provide a more efficient and effective recruitng model. Our focus is to help develop and achieve your career goals while makeing a solid geographical, cultu"
emscad_00181,Sales Executive,Sales Executive,1,1,0.79345703125,0.1,correct,Sales Executive Sales Executive Sales Executive Sales Executive
emscad_00193,"Manager, Network Engineering",COMPANY OVERVIEW:,0,0,0.00020420551300048828,0.1,correct,"Manager, Network Engineering COMPANY OVERVIEW:   ChimeNet is a data networking service provider offering innovative information technology (IT) solutions and 24/7/365 support for businesses where data transfer and security cannot be compromised. ChimeNet delivers unsurpassed security, reliability, a"
emscad_00198,Software developer,"Being into the IT domain for over 4 years, Walkover specializes in web based application development and mobile applicat",0,0,0.0001360177993774414,0.1,correct,"Software developer Being into the IT domain for over 4 years, Walkover specializes in web based application development and mobile application development. It has been creating innovative products since it was founded and continues to introduce new products from time to time.   Technologies we use  "
emscad_00215,Recruiter/Recruiting Assistant,“We believe our best investment is in our people.” – Healthy Spot Core Value #8,0,0,5.918741226196289e-05,0.1,correct,Recruiter/Recruiting Assistant “We believe our best investment is in our people.” – Healthy Spot Core Value #8   As employees at Healthy Spot we feel pride in the work that we do. We believe in inspiring healthy pet lifestyles by creating authentic experiences with customers and fostering a sense of
emscad_00229,Branch Associate,Outstanding Member Service Starts With Outstanding People,0,0,5.739927291870117e-05,0.1,correct,"Branch Associate Outstanding Member Service Starts With Outstanding People   If you are committed to the concept of “above and beyond” and enjoy interacting with people either in person or on the telephone, then we want to talk to you.   Our people are our most valuable asset. We recognize their val"
emscad_00233,Business Admin Apprenticeship Under NAS 16-18 Year Olds Only,Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of pas,0,0,5.2034854888916016e-05,0.1,correct,Business Admin Apprenticeship Under NAS 16-18 Year Olds Only Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into
emscad_00237,SharePoint Developer and Administrator,Position: SharePoint Developer and Administrator,0,0,0.0013408660888671875,0.1,correct,SharePoint Developer and Administrator Position: SharePoint Developer and Administrator   Location: Washing – DC   Duration: 1+ year Contract on W2   Task to Be Performed:   The contractor shall provide complete Document management and SharePoint support to include the following key tasks:   Support
emscad_00244,English Teacher Overseas,We help teachers get safe & secure jobs abroad :),0,0,7.224082946777344e-05,0.1,correct,"English Teacher Overseas We help teachers get safe & secure jobs abroad :) Play with kids, get paid for it :-)   Love travel? Jobs in Asia   $1500 USD + monthly ($200 Cost of living)   Housing provided Airfare Reimbursed Excellent for student loans/credit cards   Gabriel Adkins : #URL_ed9094c60184b8"
emscad_00256,Risk Analyst,MarketInvoice is one of the most high-profile London based fin-tech companies. The Company is Europe’s leading P2P invoi,0,0,5.739927291870117e-05,0.1,correct,"Risk Analyst MarketInvoice is one of the most high-profile London based fin-tech companies. The Company is Europe’s leading P2P invoice finance platform that allows SMEs to quickly and flexibly sell their invoices, releasing critical working capital in the process.   Our mission at MarketInvoice is "
emscad_00260,Product Strategist,"Skookum is growing in Charlotte, NC and in Denver, CO! As a Product Strategist you will lead a sharp and aggressive cros",0,0,6.22868537902832e-05,0.1,correct,"Product Strategist Skookum is growing in Charlotte, NC and in Denver, CO! As a Product Strategist you will lead a sharp and aggressive cross-functional team in developing web and mobile applications for Skookum Digital Works clients. You must possess a unique blend of business and technical savvy, a"
emscad_00277,Account Executive,The front door to most businesses is online. Connectivity allows business owners know every first impression. We are pas,0,0,6.109476089477539e-05,0.1,correct,Account Executive The front door to most businesses is online. Connectivity allows business owners know every first impression. We are passionate about providing customer intelligence solutions to business owners. Connectivity is a rapidly growing venture backed technology company... We think big an
emscad_00284,Account Manager,The front door to most businesses is online. Connectivity allows business owners know every first impression. We are pas,0,0,5.990266799926758e-05,0.1,correct,Account Manager The front door to most businesses is online. Connectivity allows business owners know every first impression. We are passionate about providing customer intelligence solutions to business owners. Connectivity is a rapidly growing venture backed technology company... We think big and 
emscad_00301,Receptionist,"Tidewater Finance Co. was established in 1992 for the initial purpose of purchasing, and servicing retail installment co",0,0,7.873773574829102e-05,0.1,correct,"Receptionist Tidewater Finance Co. was established in 1992 for the initial purpose of purchasing, and servicing retail installment contracts. There are two divisions: Tidewater Credit Services, providing indirect consumer retail finance options and Tidewater Motor Credit, providing indirect consumer"
emscad_00302,Employee at RhodeCode (Berlin),RhodeCode provides the leading source code management solution for enterprises. We are powering the world`s largest orga,0,0,8.58306884765625e-05,0.1,correct,"Employee at RhodeCode (Berlin) RhodeCode provides the leading source code management solution for enterprises. We are powering the world`s largest organizations, who depend on our products to make their software development process more flexible, collaborative, productive & secure.   Every day milli"
emscad_00303,RNs Needed ASAP - ER & ICU - APPLY NOW!!,"TAA (Talent Advertising Agency) Creative Group is a fast-paced, talent development and recruiting firm. We place highly ",0,0,7.200241088867188e-05,0.1,correct,"RNs Needed ASAP - ER & ICU - APPLY NOW!! TAA (Talent Advertising Agency) Creative Group is a fast-paced, talent development and recruiting firm. We place highly qualified sales, medical and management professionals with employers across the nation.   You can visit our websites for more information: "
emscad_00304,Electrical Project Engineer,"Responsible for the planning, specification and construction coordination of electrical facilities. The facilities can i",0,0,0.0003211498260498047,0.1,correct,"Electrical Project Engineer Responsible for the planning, specification and construction coordination of electrical facilities. The facilities can include batteries, generator stations, and oil field electrical power systems and substations. The position will also work with client’s field staff to p"
emscad_00312,Customer Service Associate - Part Time,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,5.066394805908203e-05,0.1,correct,"Customer Service Associate - Part Time Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and impro"
emscad_00316,Project Manager,"Horizon Software International, LLC is an industry-leading food service management technology company. The company’s sta",0,0,8.684396743774414e-05,0.1,correct,"Project Manager Horizon Software International, LLC is an industry-leading food service management technology company. The company’s state-of-the-art office is located in Duluth, Georgia, approximately 30 miles northeast of downtown Atlanta.   At Horizon, you will jumpstart your career with a growin"
emscad_00324,Partnership Manager - High Growth Specialty Finance Company,Fundation is a technology-empowered direct lender that delivers small balance commercial loans nationwide. The firm prov,0,0,0.00013399124145507812,0.1,correct,"Partnership Manager - High Growth Specialty Finance Company Fundation is a technology-empowered direct lender that delivers small balance commercial loans nationwide. The firm provides fixed rate loans up to $500,000 using its own capital. Fundation fills a void in the small balance commercial loan "
emscad_00330,Digital and Social Marketing Specialist,Everyone has a story to tell. Everyone is unique. Everyone wants to love and be loved. Everyone who wants to learn is wi,0,0,5.519390106201172e-05,0.1,correct,"Digital and Social Marketing Specialist Everyone has a story to tell. Everyone is unique. Everyone wants to love and be loved. Everyone who wants to learn is willing to teach. As the Internet continues to grow, the world is becoming a much smaller place to pursue your true personal and professional "
emscad_00340,Principal Security Consultant / Penetration Tester,"Cylance is a global cybersecurity products and service company, specializeing in advanced threat security that detects a",0,0,0.00012242794036865234,0.1,correct,"Principal Security Consultant / Penetration Tester Cylance is a global cybersecurity products and service company, specializeing in advanced threat security that detects and stops zero-day malware and APT attacks. Using advanced math and machine learning, coupled with the understanding of a hacker’s"
emscad_00342,GPS/GNSS signal processing,MERL's internship program gives students excellent opportunities to work in an industrial research lab environment side-,0,0,0.0001010894775390625,0.1,correct,GPS/GNSS signal processing MERL's internship program gives students excellent opportunities to work in an industrial research lab environment side-by-side with world-class researchers .   A primary intent of the program is to provide interns with experience that could help them enhance and accelerat
emscad_00347,Retail Territory Merchandiser,Storesupport can offer you a great working environment with flexibility. We are a team of Sales and Merchandising expert,0,0,5.328655242919922e-05,0.1,correct,Retail Territory Merchandiser Storesupport can offer you a great working environment with flexibility. We are a team of Sales and Merchandising experts which is always looking to promote our team and provide opportunities for growth within our organization. About Us: Storesupport can offer you a gre
