sample_id,title,company,original_label,predicted_label,fraud_probability,threshold,error_type,text_preview
emscad_00003,Commissioning Machinery Assistant (CMA),"Valor Services provides Workforce Solutions that meet the needs of companies across the Private Sector, with a special f",0,0,0.00044345855712890625,0.65,correct,"Commissioning Machinery Assistant (CMA) Valor Services provides Workforce Solutions that meet the needs of companies across the Private Sector, with a special focus on the Oil & Gas Industry.   Valor Services will be involved with you throughout every step of the hiring process and remain in contact"
emscad_00004,Account Executive - Washington DC,Our passion for improving quality of life through geography is at the heart of everything we do. Esri’s geographic infor,0,0,0.0003726482391357422,0.65,correct,"Account Executive - Washington DC Our passion for improving quality of life through geography is at the heart of everything we do. Esri’s geographic information system (GIS) technology inspires and enables governments, universities and businesses worldwide to save money, lives and our environment th"
emscad_00027,Marketing Exec,If working in a cubical seems like your idea of hell then joining our awesome startup team might be the opportunity you’,0,0,0.00101470947265625,0.65,correct,"Marketing Exec If working in a cubical seems like your idea of hell then joining our awesome startup team might be the opportunity you’ve been waiting for.   Come join the TradeGecko team, we’re a Singapore head-quartered company, we’re ventured backed and we’re growing fast.   Our team comes from a"
emscad_00028,HAAD/DHA Licensed Doctors Opening in UAE,We the Medical Recruitment Team of Roland and Associates,0,0,0.0006704330444335938,0.65,correct,"HAAD/DHA Licensed Doctors Opening in UAE We the Medical Recruitment Team of Roland and Associates   Roland & Associates is a Corporate Recruitment Organization providing solutions to Global MNC’s for the past 11 years We specialize in High end Recruitments in IT, Telecom, Embedded, Chip Design and N"
emscad_00029,Talent Management Process Manager,We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting ,0,0,0.0005702972412109375,0.65,correct,"Talent Management Process Manager We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting high quality candidates in IT, Engineering, Manufacturing and other highly technical and non-technical jobs. (We have more than 1500+ Job openings"
emscad_00036,English Teacher Abroad,We help teachers get safe & secure jobs abroad :),0,0,0.00017464160919189453,0.65,correct,"English Teacher Abroad We help teachers get safe & secure jobs abroad :) Play with kids, get paid for it   Love travel? Jobs in Asia   $1,500+ USD monthly ($200 Cost of living)   Housing provided (Private/Furnished) Airfare Reimbursed Excellent for student loans/credit cards   Gabriel Adkins : #URL_"
emscad_00044,Customer Service Associate Receptionist,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,0.000308990478515625,0.65,correct,"Customer Service Associate Receptionist Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and impr"
emscad_00054,Technical Project Manager,GBI is a growing company developing several cutting edge systems in the financial industry. We are set to embark on a fe,0,0,0.0013513565063476562,0.65,correct,"Technical Project Manager GBI is a growing company developing several cutting edge systems in the financial industry. We are set to embark on a few exciting new integrations with new partners, and are seeking individuals to lead and execute on these new projects, from design to implementation to sup"
emscad_00061,Graduates: English Teacher Abroad (Conversational),We help teachers get safe & secure jobs abroad :),0,0,0.00020182132720947266,0.65,correct,"Graduates: English Teacher Abroad (Conversational) We help teachers get safe & secure jobs abroad :) Play with kids, get paid for it :-)   Love travel? Openings in China   $1500 USD + monthly ($200 Cost of living)   Housing provided Airfare Reimbursed Excellent for student loans/credit cards   Pleas"
emscad_00063,English Teacher Abroad,We help teachers get safe & secure jobs abroad :),0,0,0.00017464160919189453,0.65,correct,"English Teacher Abroad We help teachers get safe & secure jobs abroad :) Play with kids, get paid for it   Love travel? Jobs in Asia   $1,500+ USD monthly ($200 Cost of living)   Housing provided (Private/Furnished) Airfare Reimbursed Excellent for student loans/credit cards   Gabriel Adkins : #URL_"
emscad_00069,New Product Development Project Leader,We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting ,0,0,0.0007066726684570312,0.65,correct,"New Product Development Project Leader We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting high quality candidates in IT, Engineering, Manufacturing and other highly technical and non-technical jobs. (We have more than 1500 Job open"
emscad_00076,Senior Full-Stack Engineer - Ruby on Rails (Technical Lead),"Babbel enables anyone to learn languages in an easy and interactive way. The learning system offers 13 languages, from E",0,0,0.00040602684020996094,0.65,correct,"Senior Full-Stack Engineer - Ruby on Rails (Technical Lead) Babbel enables anyone to learn languages in an easy and interactive way. The learning system offers 13 languages, from English to Indonesian. Users with and without previous knowledge can access grammar and thematic courses as well as vocab"
emscad_00077,Medical Coder,"SpotSource Solutions LLC is a Global Human Capital Management Consulting firm headquartered in Miami, Florida. Founded i",0,0,0.00070953369140625,0.65,correct,"Medical Coder SpotSource Solutions LLC is a Global Human Capital Management Consulting firm headquartered in Miami, Florida. Founded in January 2012, SpotSource has created a fusion of innovative service offerings to meet the increasing demand of today’s economy. We specialize in Talent Acquisition,"
emscad_00078,Mid-Senior .NET or Xamarin Developer,DataFinch Technologies is the leader in electronic data collection for the Autism and Special education fields. We have ,0,0,0.0007672309875488281,0.65,correct,"Mid-Senior .NET or Xamarin Developer DataFinch Technologies is the leader in electronic data collection for the Autism and Special education fields. We have created a revolutionary, one of a kind, software product targeting: schools, physicians, in-home autism providers and non-profit organizations."
emscad_00082,Customer Service Technical Specialist,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,0.0004036426544189453,0.65,correct,"Customer Service Technical Specialist Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improv"
emscad_00098,Customer Service Associate,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications",0,0,0.0003066062927246094,0.65,correct,"Customer Service Associate Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer "
